Review_Date,Author,Rating,Review_Title,Review,Review_Url
25,17 September 2019,educallejero,10," So, you are telling me Romance movies can also be smart?","After the first 15 minutes I thought I was watching a lesser versión of ""Before Sunset"", with sci-fi touches.
I couldn't have been more wrong.
This is a masterpiece on every facet of cinema.
The story is complex, with an original structure and super natural and deep dialogue.
The acting from the protagonists was amazing (hard to believe this was the same actress that made Titanic, and even Jim Carrey disappears on the role, except for two or three moments). Mark Ruffalo and Kristen Dunst weren't that great (in smaller roles) and the rest of the cast was serviceable/good.
The score couldn't possibly be better (well, maybe it could've been, but it was still great).
This is an extremely romantic movie with sci fi touches that makes easier to get into the philosophical and existential themes they approach, all without losing anything in the entertainment department",t
26,12 February 2005,q-taran,9, How happy IS the blameless vestal's lot?,"""How happy is the blameless vestal's lot! The world forgetting, by the world forgot. Eternal sunshine of the spotless mind! Each prayer accepted, and each wish resigned."" - Alexander Pope Is ignorance truly bliss? And if you could erase a person, what would the consequences be? ""Eternal Sunshine"" answers these questions, in a way that most Hollywood movies could not. Michel Gondry and Charlie Kaufman have created one of the most original, touching, funny, and unique films of recent years. It explores the mind and the heart, deeper than other movies have dared to do.",_
27,12 December 2004,swestgat,10, Imagine.,"This movie gives us what we all secretly wish for-- a chance to forget something that's hurt us in the past. The viewer can almost live vicariously through the two dysfunctional characters that are remarkably just like ordinary people. The relationship problems are the same. The little fights and bickers are things we all can relate to. The acting was amazing- throughout the movie, I actually forgot that I was watching Mr. Ace Ventura himself. Carrey and Winslet pull off a great performance, both ditching the typecasts that they've been shackled with. Not only did the film give us the opportunity to see what it was like if painful memories were erased, but it also gave us the opportunity to see that everything deserves a second chance. The way it ends leaves the viewer to imagine how the characters' lives will end. The idealist may say that they lived happily ever after; the pessimist may say that they just reverted to disliking each other again. Either way, it leaves you to imagining your own ending; a characteristic many films leave out. Basically, this movie makes you think, ""What if...?"" It truly gives new meaning to the phrase ""You never know what you've got until it's gone.""",u
28,5 July 2014,alishahmohd,10," A fantastic, in-depth and though provoking film. One of the best romantic movies of the last decade.","Eternal Sunshine of the spotless mind is a love story about two lovers who undergo a procedure to erase each other from one another's memories, but when they meet after their memory is gone, there is something strange still drawing them together and it is also during that memory wipe that they realize how precious their relationship really was.",r
29,6 May 2004,samuellewis48,10, A warm hearted original love story,"After a lukewarm reception in 2001 with ""Human Nature"", Charlie Kaufman has teamed up with director, Michel Gondry again for this romatic fantasy. With a name like Jim Carrey, this second collaboration couldn't go wrong in terms of box office success, and nor should it as this film is quite simply brilliant.",v
30,6 August 2018,tariksaygili,9, That's not OVERRATED!,"Before the i watched this movie, everyone said it's overrated, overrated, oooooooverrated. And after these returns i thought it's overrated.
WHATEVER
This movie has a good story and awesome acting performance. But, most important for me: AWESOME EDITING!!!
Lovely soundtrack and cool side story into the bargain!
ENJOY IT!",
31,20 August 2005,claudio_carvalho,9, Intriguing and Original Romance,"On a Valentine Day, Joel Barish (Jim Carrey) feels the impulse of going to Montauk instead of working. After spending the cold day on the beach, he meets Clementine Kruczynski (Kate Winslet) on the train station and they have a crush on each other. Joel and Clementine do not know that they were mates in the past. Joel has just erased Clementine from his memories when he found that Clementine did exactly the same, when their relationship ended. However, along his erasing process, Joel becomes astonished when he finds that he still loves Clementine and he does not want to lose her, fighting for keeping the memories of their moments together instead.",
32,31 March 2019,Keemshave,9, Thought provoking and Unique.,Not many films can combine serious dramatic elements and science fiction so seamlessly. The film will constantly having you guessing and will have you wondering where it is all leading. Not many films can manage to confuse you and fascinate you in such a way that keeps you thoroughly entertained. Carrey gives a career-best performance here and only proves his overall talent as an actor.,
33,11 July 2019,adrien_ngoc_1701,10, A strange but full-of-emotions love story that's ever been brought to the big screen.,"Though I'd heard of this movie for a very long time, I just watched it recently. And honestly, I've been asking myself ever since why I hadn't done it sooner. It's such a beautiful and remarkable romantic screenplay that I would not hesitate to recommend to anyone around me.",
34,8 February 2019,ivans536,9, Very Innovative,"I watched this movie multiple times, and really enjoyed it when I was younger, however the rating dipped a bit as I got older.",
35,29 October 2004,classicsoncall,10," ""Technically speaking, the procedure IS brain damage.""","After repeat viewings, it's still difficult to understand if this movie is brilliant or a director's simplistic mind game. Lately though, I'll side with the former. What the movie does is make you think, think about what's going on in the film, and maybe even what's going on in your own life. Because ultimately, we are our memories, and without them, we are merely shells.",
36,28 January 2022,jameszxcvbn,10," Movie that gets better as it ages, alongside with you","I stumbled upon this film early 2010s when I was still a high school student and remember thinking ""What a beautifully shot film"", without understanding much about the emotional message between the everlasting love story of two heartbroken lovers. This film is one of those films that I was come back to watch every once in a while to remind myself that there is still a relatable drama. Watching it in 2022 certainly has a different vibe to the film as I have aged leading up to the protagonist's age to understand the emotional turmoil which have been portrayed by the characters in the film. The film is certainly beautiful to convey the message of the everlasting of true love, even when the memories are wiped clean. It does this so well from the gloom acting in the start of the film (signifying the ending of their love story) to happiness in the ending (the very first moment of their encounter). Both Jim Carrey and Kate Winslet portrays their beautiful love story of when they first met to the devastation of a relationship. The director has focused on even the littlest things like the beeping sound effect, to when the books are becoming blank in the library scene to illustrate Jim's memories being erased. The soundtrack is very fitting and the one played at the very last memory of Jim and Kate in the beach house is very heartwrecking. I believe this is one of those film that gets better with age because the storyline is very relatable to many people who will be experiencing some sort of true love and heartbreak throughout their life. Hoping to come back to watching this film again and again to remind myself that there was a film that made me both happy and cry.",
37,23 December 2004,silly-lil-thing,10, A deep and personal marvel!,this is my favorite movie of 2004 and definitely one of the top in my all-time favorite lists! ,
38,22 November 2009,TOMNEL,10," Trippy, strange, but also very emotional and moving. This movie is perfectly balanced.","Jim Carrey is known for his roles in screwball comedies, and it seemed as there was no way to get an actual clean break off from his normal goofy persona. It may have seemed that way, but this movie proves otherwise. What we have here is a mature film, with some funny moments, but instead of a stupid Carrey performance, we have a deep and moving performance, in a very strange and original, but nonetheless deep and moving picture. ",
39,11 December 2005,alexhayes,10, A difficult film to watch,"There's absolutely no way I can write about this film without a spoiler, as I think, judging from the comments written up on this site, many seem to have difficulty following the plot. As a general guide, if you're having difficulty following the chronological order of the scenes, it's necessary to follow the changes in color of Clementine's (Kate Winslet) hair. It starts off green, then changes to orange and finally finishes up blue. In the film though, it starts off blue, then goes to orange (the predominant color), then green and then back to blue.",
40,27 February 2020,dawnaccalia,8, Eternal Sunshine of the Spotless Mind: A wonderfully warped romance which makes appreciate what you have.,"Eternal Sunshine of the Spotless Mind.
A story about Joel Barish (Jim Carrey) and Clementine Kruczynski (Kate Winslet), a couple of misfits that become romantically involved, lavishing in the passion of their fire. The fire soon dies and but they endure a messy break-up. Clementine has her memories of Joel erased, and in retaliation does the same to himself. As his memories of Clementine are slowly erased, he realizes how much he still loves her and tries to save his memories of her.",
41,17 May 2017,BA_Harrison,5, Not as good as I remembered.,"When Joel (Jim Carrey) discovers that his ex-girlfriend Clementine (Kate Winslet) has undergone a procedure to erase him from her memory, he decides to have the same treatment to rid himself of all thoughts of her. As he is having his brain tinkered with by some seemingly incompetent techy geeks, Joel realises that he has made a mistake and wants to keep his memories meaning that he must somehow hide inside his head.",
42,9 February 2012,planktonrules,8, Different.,"Jim Carrey and Kate Winslet play young lovers who eventually have a falling out and their relationship ends. A bit later, Carrey sees her and she has no recollection of him--how could this be?! Later, Carrey learns that there is an organization that can wipe out specific memories and he realizes she's done this. And so, he decides to do the same. However, it's not that easy--Carrey really does love her down deep. Later, when they meet again, the story becomes VERY interesting and ends on a sweet romantic note.",
43,2 October 2022,DoubleMaitre,10," This may not be the best movie ever made, but it is my favorite","It is still a mystery to me how Kaufman was able to capture and communicate emotions at such an unbelievable depth using basic ingredients: a camera, actors, a script and a soundtrack. Although not everything this movie has to say is said out loud - or even implied.",
44,8 September 2009,TBJCSKCNRRQTreviews,10, Truly beautiful and surreal,"Wow... this had me spellbound. Deep, intimate piece. If one wasn't already convinced that Jim Carrey is an actor, not just a comedian, one would be so after taking this in. Winslet does incredible, as well(and both are playing against type), as does everyone else that I can think of(Dunst also impressed me). You have to pay attention during this, and a second viewing may help, but it's not so abstract and loose that it's difficult to understand. This is the third work of Charlie Kaufman's that I've seen(the other two are Being John Malkovich and Confessions of a Dangerous Mind), and by far my favorite. Anyone who has ever loved can relate to this. I can't promise it'll be pleasant, in fact, it's possible that it won't, but this is absolutely absorbing. This is mature, smart and does not try to distance itself, or its audience, from the subject matter. I haven't seen any other work by Gondry, but he directs this magnificently. Masterful visuals, and somehow apparently with little to no CGI. The editing and camera-work are excellent. Story-telling and characterization are of such high quality that I'm not sure words can do them justice. The ambiguity of the final moments is perfect. All of the special effects are amazing. The movie pulls you in, it is thoroughly engaging throughout. I'm not sure any viewer can avoid being affected by this. You may not recognize every scene as something from your own life, but the feelings, the impressions... they're universal. I don't remember when I've last been this into a big screen experience. Anyone who can watch films that are personal, and emotionally powerful should consider this. There is some strong language and sexual content, as well as drug references and the like. The DVD holds two featurettes, one of which I will review on its own page here on the site, interesting deleted scenes, a fake commercial, a music video, and an informative commentary track with the Michel and writer Charlie Kaufman, all of them also well worth your time. I recommend this to anyone who is or has been in a relationship, and who don't need their cinematic experiences spoon-fed. 10/10",
45,22 September 2019,ierenz,8," Maybe this isn't for everyone, but it's so well written, directed, and acted that I found it beguiling, thought provoking entertainment.","Charlie Kaufman (Being John Malkovich, Adaptation) does not start to define this script complicated. One morning shy Joel Barish (Jim Carrey) chooses not to go to job but to hop on a train to Montauk, a seaside retreat on Long Island's eastern tip, where he is walking along the beach.He meets extroverted Clementine Kruczynski (Kate Winslet) on the manner home, who picks him up more or less on the train and starts a friendship. Then she decides that she doesn't want to go on so she goes to a kind of clinic run by Dr. Howard Mierzwiak (Tom Wilkinson), where the brain of a person can be erased from particular memories, to erase Joel.",
46,28 September 2017,Ben-Hibburd,4, Eternal Sunshine of the Spotless Mind Review.,"I think it goes without saying amongst fellow film aficionados, that we all love films, especially the great ones. However over the years watching films I've noticed there seems to be that one film that is hugely popular, but when you sit down to watch it, you can't understand why it's held in such high regard. For me it's only happened a couple of times, but I unfortunately have to add Eternal Sunshine of the Spotless Mind to the list.",
47,23 January 2019,aplusr,10, Finest work of cinematic art,"Its a splendid movie all round. For me, it is indeed one of the finest work of cinema art. It tickles your curiosity throughout and doesn't falter at the end. In a nutshell, if you don't find this movie as being a masterpiece, you're either stupid or dead inside, there is no other way to put it.
""How happy is the blameless vestal's lot! The world forgetting, by the world forgot. Eternal sunshine of the spotless mind! Each pray'r accepted, and each wish resign'd""",
48,4 April 2009,ruffinelli_ro,10, Beyond reason,"This movie is extremely rare. But I say that in he good way. It's hard to find a moving film like this one. That is why I think that Eternal Sunshine of the Spotless mind is beyond reason. But love is beyond reason as well, and that is what this film is about.",
49,22 January 2016,Horst_In_Translation,6, 2 stellar performances lost in the script,"""Eternal Sunshine of the Spotless Mind"" may be a contender for most pretentious movie title of all time, but at least the film is not as bad. Actually, it has a couple good moments and Kate Winslet delivers a serious contender for career-best performance. Nice to see her nominated for an Oscar here. Jim Carrey is not on the same level, but still very good and it would have been nice to see him nominated too. For anything. What a joke the Academy has still not nominated him for his many great performances. Unfortunately, this is also almost all positive I can say. The film was directed by Michel Gondry and also written by him together with Charlie Kaufman. The duo won an Oscar for the film's script. I certainly prefer Gondry's ""L'écume des jours"".",
50,27 March 2022,elliotjeory,4, I remembered this better,It didn't age well. The cast look ridiculous. The story was boring and could of been done better. Not to mention it's complete nonsense. For serious Jim Carey watch The Truman Show.,
51,30 November 2020,stimpy_tr,6, Eternal Nonsense!,"Everything other than Jim Carrey's performance is nonsense in this movie. I got sick of repetetive scenes and overacting including Kate Winslet. What is that neverending partying scene in Joel's bedroom? Are we supposed to laugh at that? What about Joel's interaction with the memories of Clementine and taking advices from them? Nonsense over nonsense... The movie could have been much better, had the screenwriter made a better research about the unconscious mind and the director introduced less agitation. All of 6 points are for Jim Carrey.",
52,21 May 2012,nickmesafilms,9," Eternal Sunshine of the Spotless Mind (2004) - Don't Erase my Memory, Please!","""Eternal Sunshine of the Spotless Mind"" is one of the many masterpieces that proves why we all love film in the first place. Directed by French director Michel Gondry, and written by accomplished filmmaker Charlie Kaufman, ""Eternal Sunshine of the Spotless Mind"" is equal part romantic comedy, psychological thriller, science-fiction, and non-linear narrative. Taking a break from comedy, the film stars Jim Carrey in a more dramatic performance as a man who volunteers to erase every single memory of him and his ex-girlfriend, played by Kate Winslet, whom coincidentally has already done the same thing. The film then takes us on a wonderful and imaginative journey through this one man's mind, as he tries to fight against those who try to steal his memories away, while at the same time, trying to fight for the woman he loves. First-time director Michel Gondry makes his second directorial debut in such a stylish fashion. He perfectly guides the movie with enough clever execution and brilliant uniqueness. Writer Charlie Kaufman has written such a beautiful script that contains witty humor, sharp characters, and true dialouge, which was able to win him a Best Original Screenplay Academy Award. Besides Carrey and Winslet, this remarkable cast includes Kirsten Dunst, Elijah Wood, Mark Ruffalo, and Tom Wilkinson, all bringing such memorable performances on screen. But it's the romantic relationship between Jim Carrey and Kate Winslet that carries the movie, and their adventures into trying to keep their memories together from falling apart. Jim Carrey may be more noticeable in more comedic-driven films, but he still provides great dramatic performances, and this is one of those movies that shows how great an actor he is. But, Kate Winslet is the scene-stealer, as the light-hearted, charismatic girlfriend, with a different choice of hair color in nearly every scene. It doesn't matter what role you give to Kate Winslet, because no matter what, she will still be awesome in the role! This movie also provides some of the beautiful uses of imagery that I have seen in a while. In a usual Charlie Kaufman movie, something weird always has to happen. Accompanied with a memorable soundtrack, beautiful effects, and stylish editing, ""Eternal Sunshine of the Spotless Mind"" is pure filmmaking at it's finest. Although there were some characters that kind of got me annoyed, especially Elijah Wood's character, who seems sort of lost into his given performance. It was just a few moments where the movie loses a bit of it's magic. But, that doesn't hurt the movie's momentum, though! Those flaws are out-shined by how beautiful this movie has been made to look. This is probably one of my favorite movies, and it will definitely be a memorable one, as well. ""Eternal Sunshine of the Spotless Mind"", in my review, ""a magical romance, fantastically well-made film"".",
53,10 February 2008,sddavis63,1, A Beginning That Never Seems To End Followed By An Ending That Never Seems To Begin,"After almost 20 mind-numbingly incomprehensible minutes that seemed so much longer, it comes as a shock to realize that what one is suddenly seeing floating across the screen is (after 20 minutes, remember) the ""opening"" credits of the movie. This can mean only one thing - and it isn't good news: sweet Jesus, there's still an entire movie to come.",
54,19 February 2008,gavin6942,9," Love, Forgetting... Fate, Chance","Joel Barrish has a love-hate relationship with his girlfriend Clementine. But after things fall apart, the relationship goes from strained to bizarre: she has visited Lacuna, a service that deletes or erases people from your memory. Everything that was Joel in her mind is now gone. Joel, not wanting to be heartbroken alone, follows suit and undergoes the same treatment -- only to discover halfway through that even the worst memories come with good ones and both are important.",
55,26 March 2019,austincoleman-66971,10," Profoundly creative, emotional, and authentic","""Eternal Sunshine"" is one of the most creative and unique films I have ever had the pleasure of viewing.",
56,13 July 2005,jboothmillard,7, Eternal Sunshine of the Spotless Mind,"The first time I saw it I was pretty confused, but seeing it again I can almost understand the plot. Basically Joel Barish (another more serious role for BAFTA and Golden Globe nominated Jim Carrey) wakes up with no memory of the night before, and his car scratched. He skips work and heads to the shore, and as he travels he keeps seeing Clementine (no jokes, e.g. Huckleberry Hound's ""Oh My Darling, Clementine"") Kruczynski (Oscar, BAFTA and Golden Globe nominated Kate Winslet). First she is asking if they know each other, then they lie together on the thick ice of a lake, and then all of the sudden it cuts to Joel upset because of their split. He finds out that she went to Dr. Howard Mierzwiak (Tom Wilkinson) and had all memories of Joel erased from her memory, so he follows her. As his memories are erased, his mind rediscovers past passions, and he almost tries to escape the procedure. Meanwhile, out of Joel's mind, Stan (Mark Ruffalo) is carrying out the erasure, while his partner Patrick (Elijah Wood, after the last Lord of the Rings) is trying to create a relationship with the now Joel-memory erased Clementine using Joel's stuff. Stan is also trying to continue his relationship with co-worker Mary (Kirsten Dunst), but she finds out that she had memories of a passion with Dr. Howard erased. When the erasure is complete, you find out the segments at the beginning was after the procedure, so Joel and Clementine pretty much start their passion all over again, even after Mary gives them back their opinion chats of each other back. Also starring Jane Adams as Carrie and Scary Movie 2's David Cross as Rob. It might be complicated inside Carrey's mind, but it is a very inventive story about how memories can construct our minds. It won the Oscar for Best Writing, Original Screenplay, it won the BAFTAs for Best Editing and Best Original Screenplay, and it was nominated for Best Film and the David Lean Award for Direction for music video director Michel Gondry, and it was nominated the Golden Globes for Best Motion Picture - Musical or Comedy and Best Screenplay. Very good!",
57,3 July 2018,paulclaassen,5, Is this supposed to be a positive message??,"Although uniquely different and praised by critics, I did not enjoy this film. Instead I found it very negative. I can only praise the acting and visual effects. Nothing else.",
58,28 April 2012,Manal1987,10, Outstandingly unusual.,Creative. Brilliant. Dreamy. All that and even more. Eternal Sunshine of the Spotless Mind is an extraordinary story of love that goes beyond the limits of time and defies all rules of reality. I loved every second of it and I wouldn't mind watching it over and over again.,
59,10 September 2013,rmax304823,7, A Cranial Kaleidoscope.,"Jim Carey is a shy man who is more or less accosted by the extraverted Kate Winslet at a beach party. They begin an affair, then split up. Carey visits her at work, behind the counter at Barnes and Noble, but she has no idea who he is.",
