Review_Date,Author,Rating,Review_Title,Review,Review_Url
21,25 March 2002,Insipid_Shell,10," ""Se7en is well crafted and ingeniously clever, making it one of the greatest films of the 90's""","The movie, ""Se7en"", starring Brad Pitt, Morgan Freeman, and Gwyneth Paltrow, is by far one of the most inventive, well-written, and cerebral films in recent history. The film, blending a well put together combination of dark visual style, intense plot development, and polished acting, remains tight and focused throughout, from beginning to end, never straying outwards into unimportant issues, or resorting to typical Hollywood clichés. Se7en is uniquely on its own for suspense dramas as it both fuels the need of the audience to be drawn in and entertained by the events unfolding, and remain uncompromising and shocking, thus satisfying the initial vision of the director, David Fincher.",f
22,20 November 2015,Screen_Blitz,10," Dark, grisly, and highly intelligent edge-of-your-seat thriller","David Fincher has been one of most thoughtful directors in Hollywood for many years, and his ingenious filmmaking all started in the mid- 1990s with this grim, but intelligently crafted psychological thriller. This film follows David Mills (played by Brad Pitt), a newly transferred police detective in an unnamed crime-ridden metropolitan city, who is partner with an old veteran detective William Somerset (played by Morgan Freeman) who is on the verge of retirement, to investigate a string of gruesome murders all around the city. These murders happen to correlate with the seven deadly sins which include: gluttony, greed, sloth, lust, pride, envy, and wrath. Mills and Somerset take in matters in their own hands to hunt down the sadistic serial killer (played by an actor who I'm gonna keep a secret) responsible for the grisly murders, only to be faced with a scarring truth about his intentions.",_
23,15 August 2012,lathe-of-heaven,6," With over 900 reviews, mine is hardly necessary : ) Blu-ray: Excellent A:10 V:10","First off, I KNOW that I'm gonna get grief and derision from most here because, I'm sorry, but I don't really think this film is the be all, end all that everyone thinks it is.",=
24,2 April 2011,raulfaust,6, So so,"Well, I expect more for this film. Some people have compared it to ""Silence of the Lambs"". Okay, there are some similarities, but Hannibal film had a muuch creepier atmosphere and was frightening. Se7en is just a regular police/investigation movie where the serial killer is smarter than the rest of the world.",t
25,7 June 2005,billreynolds,10, The best thriller ever made,"Se7en is a very complex and deep movie, while also being quite disturbing. Andrew Kevin Walker created one of the most original spec screenplays of all time, but it is the kind of story traditionally used more as a writing sample than actually made into a movie. But the creative team of director David Fincher believed in this extremely dark, uncompromising story, and made it just the way Walker wrote it.",t
26,13 March 2012,Leofwine_draca,8, It doesn't get much more influential than this...,"Two very different films about serial killers ruled Hollywood in the 1990s: 1991's SILENCE OF THE LAMBS, featuring Anthony Hopkins as the infamous Hannibal 'the Cannibal' Lecter, and this, David Fincher's masterpiece about a pair of New York cops tackling a perverted killer inspired by the seven deadly sins. SE7EN is an extremely stylish film that ended up inspiring dozens of copycats like RESURRECTION and THE BONE COLLECTOR: all of the films share a gritty-grimy style with depictions of unflinching violence, seedy backdrops and sleazy characters.",_
27,20 January 2016,Fluke_Skywalker,9, So good it's a sin,"Bleak, gruesome, brilliant. These are a few of words that come to mind when I think of David Fincher's 'Se7en'. In lesser hands the concept (two detectives on the trail of a serial killer committing stylized murders based on the Seven Deadly Sins) could've been nothing more than a gimmick, but here it's a deftly crafted game of cat and mouse that pulls you in, even as it makes you want to turn away. But that said, it's not what I'd call an exceptionally graphic film. More is implied than is shown, and we fill in the blank spots in our mind's eye. A far more effective technique than the cheap gross-out route.",u
28,11 June 2012,ElMaruecan82,10, Atypical ... Disturbing ... Haunting ...,"""Se7en"" is one of these cinematic rarities that elevate themselves to unsuspected levels of depth after each viewing, in the greatest tradition of film noir and detective mysteries. Like ""Chinatown"", it reinvented the noir genre with its own particular atmosphere, both were and are still atypical for their time, and both end with a case solved, yet a puzzling conclusion.",r
29,12 October 2020,auuwws,9, Se7en,"The movie starring Morgan Freeman and Brad Pitt. It talks about a serial killer who carefully selects his victims based on their sins armed with the belief of the Seven Deadly Sins that a person should avoid in order not to be punished an excellent film in every respect. Made an exceptional story. Idea was employed The Seven Sins is very distinctive and fits the genre of the movie and the crime atmosphere. The balance between the dramatic and action scenes in the movie was second to none, and the film was more acceptable and more enjoyable - the acting was also excellent. In the beginning and middle of the movie it was a bit of a movie Is conservative in terms of acting. But in the last quarter Brad Pitt gave a very beautiful acting performance. As for Morgan Freeman, as usual. Convinces you to perform without exaggeration Or trying to prove himself and always prove himself, with his calmness and expressions he follows explaining many things the end was terrible I liked how the aspect of Brad Pitt and his wife's life was linked to the main story. After the film ended, I sensed how intelligent the director was and how over the course of the events he was building Brad's character on a quiet fire to make the ending events logical, but at the same time unexpected - the film did not see any flaw in honesty Except that it was possible to shorten many scenes. The rest of the movie is very, very beautiful and worth seeing",v
30,24 March 2013,Theo Robertson,8, Less Proves More,"I didn't really hold out much hope for SEVEN . It's a film that's almost 20 years old and one that I frequently miss usually on purpose when it's shown on television . I've always thought David Fincher was painfully over rated . "" Best director of his generation "" claim many people which is patently untrue if you've seen a film by Danny Boyle or Darren Aronfsky or Ang Lee . The premise itself doesn't inspire optimism being a couple of mismatched police partners trying to track down a serial killer who is motivated by the seven deadly sins . I almost believed I was going to be watching a reworking of the Vincent Price camp classic horror movie THEATRE OF BLOOD without the funny bits so I went in with very low expectations ",
31,31 January 2008,husks,9, No one is without sin,"This is one of those dark movies, where it's constantly raining and wet and where the light always seems to be dim. Appropriately enough, this changes to bright and shimmering heat in the very end. As a kid, I hated dark movies. But perhaps it is appropriate in this case, because Seven attempts to be a statement about humanity: no one is without sin.",
32,20 July 2007,elshikh4,8, Love and Fear.. Who Killed Whom ?!!,"I know, all of the previous comments told you all. But I want to say something of my own.",
33,28 July 2005,supah79,9, The best Hollywood has produced for a long time,After the Alien-debacle Fincher proved all the critics wrong. This film is one of the best in a genre that hasn't been very innovative for a long time.,
34,4 December 2003,purebace,10, Outstanding Performances / Great Storytelling,"This movie is from start to finish a well produced and directed film.  The performances in this movie are outstanding. Brad Pitt, once again, makes his role a stand-out performance by putting his versatile acting skills into his interpretation of Detective David Mills. Morgan Freeman is well-cast. His brooding acting style fits the character (Detective William Somerset) like a glove, and Gwyneth Paltrow gives her best performance EVER in the role of Brad Pitt's supportive wife/lover (Tracy Mills). And of course, Kevin Spacey who plays the diabolical yet misunderstood serial killer.",
35,2 May 2010,GirishGowda,10," Se7en is a dark, depressing, powerful and a clever movie","I didn't know what I was getting into when I sat down to watch this movie along with my friend. He had brought the DVD to my home and as he is a hardcore fan of Brad Pitt, he has bought almost every major hit movie of Pitt and since I am also a fan, we both watched it together. I thought it would be a cool movie like other Pitt films, but it was so dark and has so much more than other films of this genre.",
36,23 March 2016,Horst_In_Translation,6, Good film with a great ending,"""Seven"" or ""Se7en"" is an American movie from over 20 years ago already that features four Academy Award winners playing the main characters: Morgan Freeman, Brad Pitt, Gwyneth Paltrow and Kevin Spacey, even if none of them had an Oscar when this film was made. Spacey won the very same year though and it was an amazing 1995 for him. Fittingly, these over 2 hours here are at their best in the last half hour when he visibly enters the picture. I am fairly certain that the greatness of these last 30 minutes clouds many people's judgments about this movie. Lets be honest. The first 1.5 hours are really solid, but not great. The idea of letting a killer commit his murder in style of the seven deadly sins is a nice one, but the execution in detail left me wanting for more of course. I am not the greatest Pitt or Paltrow fan, but they play their characters well here. And Morgan Freeman is a delight as always for sure.",
37,8 July 2005,OriginalMovieBuff21,10, A must see!!!,"I went to a friends house last night and rented movies. I picked Se7en to rent because I've always wanted to see it since I saw David Fincher's masterpiece, Fight Club and his well made thriller, Panic Room. People have always said this movie was good so I wanted to see it if they were right and they were sure right. Seven is an insanely brilliant film from start to finish. The performances by Morgan Freeman, Kevin Spacey, and especially Brad Pitt are all phenomenal in this chiller. The movie was just plain out suspenseful and left my heart beating fast til the movie was done. The twist at the end was very intense and you never knew it was coming. Totally unpredictable. Overall, a fantastic film and David Fincher is a pure genius when it comes to smart films and Se7en deserves to be one of the greatest thrillers that has ever been made. I highly recommend it.",
38,5 March 2020,jcarlos-96740,6, Extremely overrated,"I don't really understand the hype over this movie, it has a good cast and it is a good movie but it's different to be good and to be one of the greatest and this movie has nothing that makes it one of the greatest. The only interesting thing here is that the killer uses the seven deadly sins but even this premise could've been better used, the plot twist is kinda shocking but isn't one of the best ones, ain't one of those jaw dropping ones, at least not for me. The actors did normal nothing especial here too. I love movies of this kind but I got bored watching this and is really nothing special about it, just a massive disappointment",
39,16 June 2005,manoj-aryan,8, Se7en,'He is preaching.punishing'.,
40,10 March 2017,zkonedog,7," Could Have Beaten ""Saw"" To The Punch","In 2004, the movie ""Saw"" vaulted to the top of many ""psychological thriller"" lists via its gritty depiction of violence and insights into the criminal mind. Nearly ten years earlier, ""Se7en"" covered similar material and, barring one slip-up, could have stolen Saw's thunder.",
41,3 October 2005,moonspinner55,6," It cuts and slices away, but still follows police-movie formula...","Is Morgan Freeman our greatest living actor? He may in fact be, and his mere presence here (solid, noble, and pure) is reassuring, but even Freeman can't overcome the usual cat-&-mouse/killer-toying-with-detectives stew that ""Se7en"" serves up. There's a serial killer loose in rainy New York City, and as he mounts his seven grisly crime scenes--modeled after the Seven Deadly Sins--he quickly becomes aware of the two homicide detectives on the case and is enamored of their drive and determination. Most of this is left vague and unexplained; we learn precious little about the psychopath involved except that he's highly literate, educated, with too much strict religion in his background. This is all hoary police-movie fodder, as is the set-up with the detectives: the wise codger about to retire and his cocky new partner with the short fuse. The film mounts the tension well, with staccato glimpses of corpses and gore, but can't escape a fatigued sense of deja vu (I thought mostly of ""The Silence of the Lambs""). Brad Pitt gets off to an awkward, hesitant start in his role, but does improve. Freeman is sensational; whether throwing his knife at a dartboard or studying up on literature at the library, he is focused and gripping. The grimy, lust-and-death soaked atmosphere is wallowed in (it's the Big Apple as a Gothic Hell), and certainly it is palpable and captured successfully, but completely off-putting. Words written in blood on the walls...it's too much like real-life crime scenes, and screenwriter Andrew Kevin Walker isn't clever enough to distract us or cunning enough to help us distinguish the difference (the killer does leave clues, but they are quickly solved). The narrative is a mix of derivative movie-thriller ideas and new-fangled ways of making the viewer as squeamish as possible--it's the old pulling-wings-off-flies number, but on a larger sick-making scale. The film is predictably gruesome, less predictably formula-bound. **1/2 from ****",
42,20 January 2015,planktonrules,9," Very well made, but....","I think the audience for ""Se7en"" is rather self-selecting. If you don't mind an ultra-gory cop film with a lot of expletives, then you will be delighted. If you are looking for something family-friendly or 'nice', then you wouldn't even consider watching this in the first place. While I don't think I'd put myself in either group, I am not really a bit fan of gore and although I can respect the film, it really isn't a film for me. So why did I watch it? Well, with well over 17000 reviews and an overall IMDb score that places it near the top of all films, then it's natural I'd get to it sooner or later.",
43,11 August 2021,Just-A-Girl-14,9, Strong movie,"This movie is meant to shock the viewer. It is a statement on human society that is even more true now than it was 26 years ago when the movie came out. Whether you agree or not, whether you're shocked or not, it is a good strong movie with a great cast. Highly recommended.",
44,18 May 2001,MadReviewer,9, Modern Horror At Its Best,"`Se7en' is all about harsh style and gruesome substance  while it's probably not a film for everyone (particularly the squeamish), it is one of the most moody, memorable films made in recent years.  A sense of absolute dread pervades each and every scene, either from the powerful words and deeds of the characters or from the dreary sets and atmosphere created by director David Fincher.  There's a quote from the film `The Crow' that goes, `It can't rain all the time' . . . well, in the world of `Se7en', it can  and it does.",
45,13 April 2001,MissCzarChasm,9, The Best of its Kind,"Seven is by far one of the best serial killer movies ever made. This movie has a great premise, fantastic actors, great direction by David Fincher, and a fantastic gritty atmosphere.",
46,14 October 2012,deatman9,7, Terrific thriller!!!,"This movie was just awesome.A thriller that really leaves you on the edge of your seat the whole time your watching. It starts morgan freeman who always does a superb job, accompanied by brad pitt who always did an outstanding job. And to top it all off it was directed by David Fincher who has made some great movies.",
47,25 June 2016,epramatarov,6, Good movie - not the greatest.,"It was probably clever to make a film like this back in the 90s, but if this was released yesterday, nobody would rate it as high as they are. I saw this yesterday after hearing good things about it, and it did indeed live to my expectations, however I didn't think it was the greatest murder story nor the greatest film of the 90s.",
48,26 May 2017,ShyRaptor,10, One of the best films ever made,"""Se7en"" (1995) is a true masterpiece. I have seen this film like a thousand times and every time I watch it again it's as disturbing as the first time. It's always intriguing from start till finish. This is one of the best stories ever told on screen. 10/10 for this motion picture, it's a true art. A must watch.",
49,13 August 2022,travola-35109,10, A 90s Masterpiece.,Seven is the first time we ever really experienced Fincher (Alien 3 doesn't count!!). Great performances by a young Brad Pitt and the always reliable Morgan Freeman. Freeman is the highlight here and he should have gotten some awards consideration for Seven.,
50,14 November 2009,RickHarvey,8, just how I like'em,"Thrillers are either a hit or a miss. They can be awesome while many can be awful. Seven is in the Very awesome category. Basing the film around the seven deadly sins is an concept that everyone can relate too. We have all sinned meaning we can be put ourselves in the shoes of the victims ( not all victims mind you ) . When you imagine a film in which it always cloudy and overcast with rain pouring down 24/7 , you would think it going to depress you . Truth is , you don't actually notice the weather , but instead take huge interest on what happening in the homes of the city.",
51,9 March 2010,Hitchcoc,8, Almost Too Much to Bear,"I was totally taken with this film. It's not The Usual Suspects, but it is really something. Unfortunately, I felt almost sick when I was finished watching it. The madness of the murders and the general philosophical sickness that carries it along put it out of reach for some of us. I can't imagine the world portrayed here. Great cast. I really thing Brad Pitt is excellent; and, of course, Morgan Freeman is his usual complex self. Once again, however, in a relatively brief appearance, Kevin Spacey steals every scene he's in. It's that unflappable delivery of his. No matter what is said or done, he anticipates it. The murders are hideous. The camera doesn't show the most gory details (which I appreciated), but they are sold to us through outside factors. I missed this the first time through and wanted it to be part of my movie-going experience. I don't think I could ever watch it again.",
52,2 March 2008,BaronBl00d,9," Gritty, Disturbing Thriller - One of its Kind","Incredibly gritty, very fluid, and most disturbing are all ways that one might describe David Fincher's Seven, a film, as all of these reviews on here will attest to, is about a serial killer-maniac killing people based on the seven deadly sins. There is little need to rehash the plot here then but what makes Seven such a good film and one of the best thrillers of the last few decades? 1). Two strong, key performances by Brad Pitt and, in particular, Morgan Freeman as New York police detectives just united as one, Pitt is coming, and the other is about to retire. Freeman and Pitt have some chemistry between them and let's face it - Freeman is just plain good at just about any role he assays. Add to this strong supporting work from Paltrow and R. Lee Ermey and especially Kevein Spacey as the killer. Spacey's voice and looks sent chills down my spine each time he was on screen. 2)David Fincher knows how to direct. This film is gross and really is selling a very seedy product as something more. Fincher makes that happen with the crisp dialog between Freeman and Pitt, the very low lighting effects throughout, the quick pacing of the film, and the depth of characterization that he allows his characters to have. 3) The story is well-conceived, well-written, and just crazy enough to be believable. The film has many scenes which are shocking and designed to be so - they succeed. But behind all that blood and seedy atmosphere lies a chess game between two police detectives - each good at what he does in a different manner - and one crazy but brilliant sociopath killer. The journey they take us on is one scary ride.",
53,21 January 2016,The-Social-Introvert,8, Quickie Review: Se7en,"Often cited as the quintessential detective murder mystery movie, Se7en (remember when putting numbers in your titles was cool?) is the movie that put Fincher on the map at a time where he was known as the guy who ruined the Alien franchise. ",
54,11 November 2006,ccthemovieman-1,8, The Good & Bad Of 'Se7en',"I am shocked that I watch, much less own, this movie, and as often as I do. It's so dark, so uncomfortable to watch in many spots and so profane (although I use a TV Guardian) that it's not a very likable story and film.....but I find it fascinating. Let's continue on with the bad, and the good, of this film - at least from my vantage point.",
55,1 April 2019,andrewchristianjr,7, DISAPPOINTED WITH THE ENDING.,What twist everyone is talking about? Kinda disappointed with the ending. I am lover of thriller but this one has no thrill in it. It's overrated tbh. 😑,
56,23 May 2019,Floated2,7, Quite gripping and disturbing,"Se7en is one of David Fincher's most known and praised work as a director. This film has seemingly been praised since it's release in 1995 and appears to hold up in today's day. The film is quite dark, violent and disturbing at times. The suspense is there but overall the end twist really isn't as creative as one was lead to believe.",
57,30 March 2023,bt698nhj,6, Just ok,"Unlike most of the general public, I am not enamored with this movie. It just doesn't do it for me. The acting is good, the direction, the cinematography, the ambience and atmosphere all just fine, it just isn't very compelling to me for some reason. And I love this genre of movie.",
58,11 May 2005,neon47,10, oh yeah!,"Se7en is great. Need I go on? Alright... Se7en starts off nicely making it look like another day at work. Well it is, but it's the beginning of something big. Not 5min into the movie and we're introduced to the first murder scene which is a obese man with his hands tied together under the table and his face smashed into a pile of noodles. He's obviously dead. The killer in this movie picks his victims according to the seven deadly sins, which if you don't know are: greed, gluttony, lust, pride, wrath, envy, and sloth. The killer is very original in the style he kills his victims, which are often times very gruesome. Although they don't really show any killings in here just the way they implied lust was enough to turn my stomach. The movie does a great job with its dark setting and bad neighborhood. Symbolic that this city sucks and is run down. The acting by Mordan Freeman and Brad Pitt is sensational, as well as Kevin Spacy's acting, whom I praise for his role. Overall this is one of the best movies I've ever seen, and the ending... oh buddy, the ending will getcha.",
59,10 May 2023,Mymoviediscography,9, se7en: A Dark and Twisted Thriller,Se7en is a twisted and intense thriller that will keep you on the edge of your seat from start to finish. The movie follows two detectives played by Brad Pitt and Morgan Freeman as they try to track down a serial killer who is murdering people based on the seven deadly sins. The cinematography and score create a dark and unsettling atmosphere that perfectly captures the mood of the film.,
60,10 October 2008,lastliberal,9," Yeah, a landlord's dream: a paralyzed tenant with no tongue.","There is no one who could argue against the fact that if you put Brad Pitt, Morgan Freeman, Gwyneth Paltrow, and Kevin Spacey together in a film, it is going to be a hit.",
61,17 August 2015,anthonymichaelbangert,10," Se7en Ate Nine, So This Gets a Ten","In one of the most excellent thrillers ever created, Morgan Freeman and Brad Pitt can be seen. Morgan Freeman plays an old wizened detective on his last week of duty before retirement. Alongside him comes Brad Pitt, as a young detective new to the precinct, eager to take his place. That's when the murders start to appear, starting with a fat man dead face first in a plate of spaghetti. From there, the bodies start to appear, with the theme of the Bible's Seven Deadly Sins. Each body is killed by their sin, and the detectives have to race to find this John Doe as he continues to tease them. This movie takes you on a ride, and gives plenty of clues along the way, but you never seem to know more than the protagonists do. The characters are written well, they develop over the story, and no one ends where they started. Kevin Spacey as John Doe was a brilliant casting choice, as he played the character with such conviction that any viewer would believe the actor actually believed in what his character did throughout the film. The team of Brad Pitt's young gun and Morgan Freeman's wise old man played excellently off of each other as well. A finely told narrative, this thriller will keep you on the edge of your seat wondering what will happen next. This is a must see.",
62,11 July 2016,filipemanuelneto,9," A huge thriller, although visually disturbing to the faint hearted.","In this film, two detectives have to work together in order to catch a psychopathic killer obsessed with the Seven Sins. Directed by David Fincher, with a script by Andrew Kevin Walker, this film has Morgan Freeman and Brad Pitt as protagonists.",
